NU_SEQUENCIAL;SG_UF_PROVA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO
2924904;SP;2;1;1;1;1;1;535.3;529.5;588.5;413.2;1;580
3293423;BA;;;1;1;1;1;544.7;557;600.3;627.4;1;840
680850;BA;2;1;1;1;1;1;388;492.2;542.5;434.1;1;520
1473412;SP;;;1;1;1;1;453.9;482.9;532.4;557;1;520
3875464;RJ;2;1;0;0;0;0;;;;;;
3060945;PR;;;0;0;0;0;;;;;;
2630434;RJ;;;1;1;1;1;386.5;450.4;475.9;416.4;1;500
60529;PB;;;1;1;1;1;452.6;369;422.2;426.1;1;660
3159109;GO;2;1;1;1;1;1;476.8;363.2;399.2;428.3;4;0
3140659;BA;;;0;1;1;0;;427.4;379.1;;1;460
2094677;SP;;;1;1;1;1;489.7;512.1;490;580.6;1;580
2755930;MA;2;1;0;0;0;0;;;;;;
2000773;PR;;;1;1;1;1;625.9;589.9;550.3;688.8;1;800
696515;RS;2;1;1;1;1;1;413.4;548.7;544.3;450.7;1;600
1500989;PE;;;0;0;0;0;;;;;;
1351003;AC;;;0;0;0;0;;;;;;
3220487;SE;2;1;0;0;0;0;;;;;;
2978654;SP;;;0;0;0;0;;;;;;
3922443;SC;;;1;1;1;1;599.2;512.2;541.9;688.5;1;680
2367393;RS;;;1;1;1;1;533;594.2;570.2;693.3;1;600
2160523;PR;4;1;1;1;1;1;579.2;508.9;588.2;495.9;1;760
4155610;SC;;;0;0;0;0;;;;;;
3257331;MG;;;0;0;0;0;;;;;;
1746426;PR;1;1;1;1;1;1;581.8;641.1;606.4;492.9;1;860
1796759;SP;;;1;1;1;1;406.3;451.8;509.4;391.8;1;460
3095110;MG;;;1;1;1;1;499.6;464.3;513.7;566.6;3;0
2016282;PE;;;1;1;1;1;420.9;333.9;463.9;464.7;1;520
1867400;MA;;;0;0;0;0;;;;;;
630787;MG;2;1;1;1;1;1;566.6;563.4;596.9;704.7;1;680
198301;SP;2;1;1;1;1;1;497.7;521.3;558.1;474.6;1;720
3361360;RS;;;0;0;0;0;;;;;;
622125;RS;2;1;1;1;1;1;402.1;476.7;508.5;570.8;1;620
351703;CE;;;1;1;1;1;479.4;377.3;512.4;404.7;1;320
762481;SP;4;1;1;1;1;1;534.1;580.1;549.4;632.2;1;820
1749759;SP;2;1;1;1;1;1;427.3;447.3;516.3;400.6;1;500
2912088;GO;2;1;1;1;1;1;393.7;347.2;483.9;452.7;1;640
1515280;BA;;;0;0;0;0;;;;;;
1602515;PA;;;1;1;1;1;527.5;547.7;517.5;391.4;1;780
2599342;SP;2;1;1;1;1;1;563.9;453.2;513.8;390;1;440
951496;DF;2;1;1;1;1;1;381;367.8;467.2;451.8;1;420
1184059;PB;;;1;1;1;1;525.6;502.4;591.5;624.4;1;920
2265351;PB;;;1;1;1;1;402.5;500.6;514.7;433.8;1;620
222299;RN;;;0;0;0;0;;;;;;
4280060;SP;4;1;1;1;1;1;587.4;359.4;568.8;648.9;1;540
3178784;PR;;;1;1;1;1;576.9;494.3;588.5;428.3;1;420
1527671;MG;;;1;1;1;1;421.6;337;504;416.6;1;760
1033000;GO;2;1;1;1;1;1;476.8;460.9;437.5;431.1;1;520
968567;PR;2;1;1;1;1;1;514.2;496.5;484.7;398.9;1;340
2817679;PB;;;1;1;1;1;504.5;477.9;514;416.1;1;500
3408350;PA;2;1;1;1;1;1;412.7;393;393.2;387.2;6;0
4315451;RS;;;0;0;0;0;;;;;;
3866737;SP;;;0;0;0;0;;;;;;
918084;RS;;;0;0;0;0;;;;;;
4286819;RS;;;0;0;0;0;;;;;;
423089;RS;;;0;0;0;0;;;;;;
2383026;MA;;;1;1;1;1;491.5;338.5;489.3;429.4;1;320
1605979;RN;1;1;1;1;1;1;542.4;625.7;558.7;605.6;1;740
1825723;MA;;;1;1;1;1;457.6;511.6;567.2;641.1;1;860
2139569;SP;;;1;1;1;1;430.2;521.5;553.6;501.2;1;580
4203391;PR;;;1;1;1;1;578.8;628.5;559.1;562.3;1;480
1384861;RS;;;1;1;1;1;462.1;482.4;506.1;476.1;1;560
1885412;PA;2;1;1;1;1;1;652.7;565.2;537.3;549.9;1;860
1609346;RO;4;1;1;1;1;1;624.9;534;544.8;716.4;1;920
912313;RJ;2;1;1;1;1;1;479.5;440.7;433.4;383.2;1;560
4177711;RS;;;1;1;1;1;405.2;337.6;476.4;439.4;1;340
4283097;BA;;;1;1;1;1;591.6;687;595.5;664.5;1;840
2108259;AP;;;0;0;0;0;;;;;;
858878;PE;;;1;1;1;1;453.3;508.9;518.6;530.5;1;760
2450025;PB;2;1;1;1;1;1;476.4;525.5;548.8;401.2;1;620
2508745;MG;;;0;0;0;0;;;;;;
924472;PE;;;1;1;1;1;397;383.5;484;460.5;1;800
1535945;SP;2;1;1;1;1;1;477.5;562.2;584;474.4;1;560
2639220;SE;2;1;1;1;1;1;370.1;494.5;443.3;606.3;1;760
4210192;SP;;;0;0;0;0;;;;;;
3056932;PE;;;1;1;1;1;403.1;445.9;508.9;399.2;1;580
1011828;SP;;;1;1;1;1;561.3;465.7;577.7;562.5;1;600
1572049;CE;;;1;1;1;1;541.3;683.2;602.1;627.1;1;600
3380140;MA;2;2;0;1;1;0;;397.8;365.9;;1;500
1427134;MG;;;1;1;1;1;553;531.7;550.5;502;1;560
698846;PB;;;0;0;0;0;;;;;;
2412548;RJ;;;0;0;0;0;;;;;;
2867880;MG;2;1;0;0;0;0;;;;;;
3619449;GO;2;1;0;1;1;0;;576.4;595.2;;1;660
4201457;SC;;;0;0;0;0;;;;;;
6993;RJ;;;1;1;1;1;524.4;630;563.2;501;1;460
1733886;PE;2;2;1;1;1;1;381.7;541.9;464.1;410;1;540
356863;DF;;;0;0;0;0;;;;;;
2687347;RJ;4;1;1;1;1;1;386.1;419.5;496.7;465.3;1;740
2897662;BA;;;1;1;1;1;428.9;560.6;624.7;663.2;1;820
691912;MS;;;0;0;0;0;;;;;;
810096;RJ;;;1;1;1;1;574.2;600.5;577.2;614.8;1;820
2539394;SP;4;1;0;0;0;0;;;;;;
2952915;RJ;2;1;1;1;1;1;410.8;441.9;374.6;433.4;1;500
134313;BA;;;1;1;1;1;527.2;584.4;511.7;393;1;600
43369;MA;;;1;1;1;1;465.7;450.3;504.3;511.7;1;480
1126573;PI;2;1;1;1;1;1;463.2;468.2;502.4;450.6;1;680
3854880;BA;;;1;1;1;1;390.5;514.8;518.8;446.5;1;620
301429;AL;2;1;1;1;1;1;514.5;530.8;530.8;555.1;1;800
2258299;MG;;;0;0;0;0;;;;;;
2066268;PR;;;1;1;1;1;543.7;548.2;505.5;416;1;720
3426176;GO;;;0;1;1;0;;502.5;504.1;;1;640
3694014;MG;4;1;1;1;1;1;563.2;576;582;651.4;1;620
4165564;MA;2;1;0;0;0;0;;;;;;
884642;BA;4;1;1;1;1;1;579.5;591.7;599.8;605.8;1;780
2172373;AC;4;2;1;1;1;1;396.5;403.9;344.2;421.1;1;660
2671524;CE;;;1;1;1;1;466.2;471.4;471.6;444.5;1;440
579590;PI;;;0;0;0;0;;;;;;
1505955;ES;;;0;0;0;0;;;;;;
2744359;RO;;;1;1;1;1;610.1;569.7;553.8;720.8;1;800
4322522;RS;;;0;1;1;0;;479.2;517.1;;1;340
1694032;MG;1;1;1;1;1;1;593.7;594.7;614.9;658;1;880
1061432;PE;;;1;1;1;1;459.1;564.8;552.7;591.4;1;660
785025;RJ;;;0;0;0;0;;;;;;
2971277;BA;2;1;0;0;0;0;;;;;;
1537064;RS;4;1;1;1;1;1;607.3;604.5;654.9;644.4;1;800
1056505;CE;2;1;1;1;1;1;438.6;455.8;422.1;444.9;1;340
2313323;MA;;;1;1;1;1;578.2;634.3;606.6;551.1;1;740
3301372;MG;;;1;1;1;1;378.3;362.3;412.7;505.6;1;540
3434286;PA;2;1;1;1;1;1;414.1;417.7;386.7;382;1;400
2193559;PI;;;0;0;0;0;;;;;;
367227;PA;2;1;0;2;2;0;;;;;;
948504;CE;;;1;1;1;1;370.5;439.6;507.4;407.1;1;500
2560109;PE;;;1;1;1;1;421.7;532.4;588;465.8;1;720
2151057;MG;;;0;0;0;0;;;;;;
854732;PE;;;1;1;1;1;489.8;547.3;537.8;396.9;1;800
1831888;MA;;;1;1;1;1;401.2;446.2;506.1;421.4;1;840
4020012;PE;;;1;1;1;1;450.4;503.9;496.6;437.4;1;600
1519396;CE;;;1;1;1;1;447.2;459.8;496.6;398.5;1;660
2552187;MA;2;1;1;1;1;1;462.5;568.6;597.6;602.4;1;780
455808;SE;;;1;1;1;1;439.1;522.5;529.7;491.1;1;900
3746;SP;;;0;0;0;0;;;;;;
3949320;DF;;;0;1;1;0;;504.9;562.3;;1;560
724756;PE;2;1;1;1;1;1;498.7;417.2;590.1;514.5;1;780
359367;BA;2;2;1;1;1;1;440;373.2;461;403.8;1;660
624388;RS;;;0;0;0;0;;;;;;
1498655;RO;;;1;1;1;1;517.1;601.7;578.1;679.6;1;760
3184239;PR;;;1;1;1;1;552.8;546.6;533.8;575.6;1;700
1575683;BA;;;0;0;0;0;;;;;;
2866662;SP;;;1;1;1;1;477.8;341.1;367.2;462.8;1;600
773886;DF;2;1;1;1;1;1;401.5;342.4;349.5;373.2;1;360
3211468;MG;2;1;1;1;1;1;540.6;538.2;551.7;498.6;1;620
1967630;SP;2;1;1;1;1;1;503.7;388;436.4;409.4;1;600
4107205;MT;;;1;1;1;1;458.2;546.6;514.5;453.9;1;840
3832898;RJ;;;1;1;1;1;394.7;607.6;605.8;549.8;1;560
3952689;RJ;;;1;1;1;1;540.3;546.8;551.6;516.9;1;540
2705702;SP;2;1;1;1;1;1;408.4;514.5;511.3;455.6;1;500
654147;SP;;;1;1;1;1;451.5;497.5;504.5;470;1;500
1638029;PB;;;1;1;1;1;459.7;463.8;463.5;389.1;1;540
2528351;CE;;;1;1;1;1;400.2;604.1;558.1;471.2;1;600
2207131;MA;;;0;0;0;0;;;;;;
3839070;PR;;;1;1;1;1;574.5;657.7;621.6;623.9;1;800
3145352;AL;;;0;0;0;0;;;;;;
2204006;SP;4;1;1;1;1;1;504.3;519.4;564.3;431.1;1;800
2987505;PE;;;1;1;1;1;545.5;499.6;520.2;533.7;1;400
1403983;AC;4;1;1;1;1;1;504.1;533.6;508.4;650.8;1;920
1179342;MS;2;1;1;1;1;1;394.1;498.8;473;431.2;1;540
494087;RS;;;1;1;1;1;628.4;682;565.7;801.9;1;900
1813932;RS;;;0;0;0;0;;;;;;
4205993;BA;;;0;0;0;0;;;;;;
2252843;RJ;2;1;1;1;1;1;477.4;513.4;566.1;427;1;540
3725862;PR;;;1;1;1;1;480.9;539.5;623.4;607.8;1;720
3852331;MG;;;0;1;1;0;;516.6;498.5;;1;520
2063399;PR;2;1;1;1;1;1;470;423.6;441.9;429.3;1;400
2790053;PA;;;0;0;0;0;;;;;;
2009495;MG;;;1;1;1;1;400.3;447.7;430.4;410.3;1;540
1530377;ES;;;0;0;0;0;;;;;;
3227967;CE;2;1;1;1;1;1;427.9;457;358.4;398.6;4;0
3691222;CE;;;0;0;0;0;;;;;;
3254587;PR;;;0;0;0;0;;;;;;
3040964;SP;2;1;1;1;1;1;488.6;568.9;557.9;385.1;1;740
3333772;MA;;;0;0;0;0;;;;;;
3648768;AM;;;1;1;1;1;468.6;450.4;499.8;457.8;1;660
1357402;AL;2;1;1;1;1;1;384.1;435.8;502;449;1;560
3047350;TO;2;1;1;1;1;1;465.1;479;476.6;429;1;480
2592030;BA;;;1;1;1;1;524.8;558.8;535.1;436.8;1;940
2080633;PB;1;1;1;1;1;1;592;593.7;566;493.2;1;640
2497551;SP;;;0;0;0;0;;;;;;
3026540;PR;4;1;0;0;0;0;;;;;;
1555781;CE;2;1;1;1;1;1;510;525.4;537.1;689;1;760
1029770;RS;1;2;1;1;1;1;472.9;561;517.5;510.6;1;680
775495;RJ;4;1;1;1;1;1;486.6;549.3;544.1;437.9;1;260
18803;BA;2;1;1;1;1;1;559;578.5;594.5;720.1;1;640
2756637;SP;4;1;1;1;1;1;646.6;586.1;588.6;769.7;1;740
3069985;GO;4;1;1;1;1;1;532.5;568.9;594.2;565.6;1;820
4129961;RS;;;1;1;1;1;511.1;583.9;521.7;557.4;1;500
1106781;SP;;;1;1;1;1;469.5;521.4;547;416.4;1;720
1166412;CE;;;1;1;1;1;443.5;494.9;527.8;515.5;1;640
2446475;RJ;2;1;1;1;1;1;494.8;389.6;532;476.1;1;780
1522330;RJ;;;0;0;0;0;;;;;;
3661767;MA;2;1;0;0;0;0;;;;;;
2977300;GO;;;1;1;1;1;503.5;552;571.1;421.9;1;760
3311268;PI;;;1;1;1;1;445;410.6;456.8;449.2;1;660
3196141;MG;;;1;1;1;1;583.3;498.8;532.8;470.9;1;880
3492298;TO;2;1;0;0;0;0;;;;;;
340700;SP;;;1;1;1;1;464.9;457.1;350.1;467.4;6;0
2778608;SP;2;1;1;1;1;1;492.7;482.6;482;583.7;1;840
2813036;ES;;;0;0;0;0;;;;;;
136147;MT;2;1;1;1;1;1;437.8;461.9;476.8;486;1;680
572732;AM;;;1;1;1;1;431.7;334;474.3;388.9;1;620
565957;SE;;;0;0;0;0;;;;;;
2329397;BA;;;1;1;1;1;477.6;507.8;549.8;489.3;1;640
496875;MG;;;1;1;1;1;434.1;551;601.6;553.9;1;840
2694937;PB;2;1;1;1;1;1;503.3;573.3;564.7;598.4;1;560
400909;CE;2;1;1;1;1;1;423.5;482.7;505.9;478.3;4;0
1404188;PI;2;2;1;1;1;1;462.8;385.1;538.9;378.4;1;600
4273214;SP;4;1;0;1;1;0;;419.5;446.7;;1;420
979356;RJ;;;1;1;1;1;491.7;524.3;526.8;563.5;1;720
439950;PI;;;1;1;1;1;394.8;544.8;499.8;575;1;660
319819;MG;2;1;1;1;1;1;419.4;434.2;523.6;474.3;1;560
1711689;MG;;;1;1;1;1;626.5;637.4;636.2;656.2;1;360
3311951;SP;;;1;1;1;1;465.2;568.5;534.9;649.1;1;880
4043525;BA;;;1;1;1;1;538.7;555.5;545.8;638.5;1;880
2449276;CE;;;0;0;0;0;;;;;;
3973576;BA;;;0;0;0;0;;;;;;
3189658;SP;2;1;1;1;1;1;450.6;505.3;541.2;554.4;1;580
1259972;MG;;;1;1;1;1;450.6;521.1;525.8;425.6;1;480
1882230;SP;2;2;0;0;0;0;;;;;;
1859190;MA;;;0;1;1;0;;525;480.1;;1;680
2161511;RJ;;;1;1;1;1;449.6;443.3;511.5;400.4;9;0
1016561;SP;;;1;1;1;1;540.9;431.3;552.6;393.2;1;580
2140349;GO;;;1;1;1;1;627.8;641.1;646;709.6;1;920
1205049;MG;2;1;1;1;1;1;460;528.7;508.2;532;1;780
34019;RS;2;1;1;1;1;1;476.6;539.9;556.8;521.4;1;760
1982485;DF;;;0;0;0;0;;;;;;
3188148;SP;4;1;1;1;1;1;528.5;568.3;555.8;619;1;860
1619138;BA;;;0;0;0;0;;;;;;
2476740;GO;;;1;1;1;1;422.3;496.2;512.1;394.4;1;460
1218677;PE;;;0;0;0;0;;;;;;
4196431;MG;4;2;0;0;0;0;;;;;;
1918521;DF;;;1;1;1;1;431.6;486.3;531.6;418.8;1;600
714653;SP;2;1;1;1;1;1;552.1;425.3;563.6;680.9;1;900
3537233;SP;;;1;1;1;1;510.6;591.8;647.1;690.2;1;600
2093085;RJ;;;1;1;1;1;531.5;532;601.4;644.4;1;660
253141;BA;;;0;0;0;0;;;;;;
274303;CE;2;1;1;1;1;1;492.3;561;547.3;414.5;1;840
3072734;MG;;;1;1;1;1;501;609.9;535.9;549.7;1;660
2173836;RN;;;1;1;1;1;488.8;418.6;405.5;515.5;1;540
459450;MG;;;1;1;1;1;552;510.7;525.3;611.5;1;660
4104667;SP;;;1;1;1;1;585.6;404.7;527.3;480.5;1;680
844176;SP;;;0;0;0;0;;;;;;
4327443;RS;;;1;1;1;1;407.3;397.9;474.1;403.9;1;500
316081;GO;;;1;1;1;1;520.3;529.7;552.2;374.1;1;580
3461755;SP;4;1;1;1;1;1;524.2;520.4;539.7;521.9;1;480
1021715;BA;;;0;0;0;0;;;;;;
1802785;RO;2;1;0;1;1;0;;373.6;367.4;;1;460
1891282;DF;4;1;1;1;1;1;543;593.6;533.9;709.3;1;840
580494;MA;4;1;1;1;1;1;562.7;621.4;609;678.5;1;920
2688205;AL;;;1;1;1;1;446.7;460.5;497.9;464.2;1;680
2692605;CE;;;1;1;1;1;551.6;622.1;607.2;562;1;760
3282036;MG;;;1;1;1;1;411.2;542.2;542.7;603.6;1;520
2892239;BA;;;1;1;1;1;377.4;526.7;489.5;428.2;1;640
3657933;RJ;;;0;0;0;0;;;;;;
4001257;MA;;;0;0;0;0;;;;;;
2291324;BA;;;0;0;0;0;;;;;;
178905;MT;;;0;0;0;0;;;;;;
1530483;RJ;;;1;1;1;1;440.9;408.3;429.1;411.3;6;0
4247852;GO;2;2;0;0;0;0;;;;;;
3347452;SP;2;1;0;0;0;0;;;;;;
1526046;RJ;2;1;1;1;1;1;478.3;415.3;504;418.7;1;480
3283372;MG;2;1;0;0;0;0;;;;;;
2789638;DF;;;0;0;0;0;;;;;;
1872612;RS;;;1;1;1;1;688;704.5;636.6;779.2;1;920
3544513;PE;4;1;1;1;1;1;391.8;364.8;498.4;387.4;1;640
1754739;BA;;;1;1;1;1;455.7;303.1;501.2;561.1;1;520
840671;SP;;;1;1;1;1;540;553.6;543.1;405.9;1;360
2241011;RS;2;1;1;1;1;1;548.7;563.2;549.2;494.6;4;0
1731149;PE;4;1;1;1;1;1;456.1;510.1;490.6;506.4;1;540
2825160;SC;;;1;1;1;1;458.1;331.5;441.9;407.9;1;360
3682083;GO;;;0;0;0;0;;;;;;
2207515;SP;4;1;1;1;1;1;551.4;612;604.2;496.7;1;820
1515385;BA;;;0;0;0;0;;;;;;
3906630;AL;;;0;0;0;0;;;;;;
3904082;RS;;;0;0;0;0;;;;;;
904393;MG;2;1;1;1;1;1;493.6;452.2;459.8;443.2;8;0
227479;SP;;;1;1;1;1;688.3;721.9;691.4;832.3;1;960
3763589;MG;;;1;1;1;1;364.1;308.1;438.9;481;6;0
999650;PE;;;1;1;1;1;463.3;478;532.3;428.9;1;500
1301;RJ;2;1;1;1;1;1;404.1;516.9;485.1;430.7;1;720
1335576;MG;2;1;1;1;1;1;489.1;482.5;479.2;388.4;1;620
345113;RJ;2;1;1;1;1;1;434.9;620.8;552.1;564.4;1;640
1098690;PI;2;1;1;1;1;1;395.1;473.6;444.4;432;1;560
3753192;RS;;;1;1;1;1;380.9;411.7;473.8;405.7;1;480
1241237;MA;2;1;0;0;0;0;;;;;;
4176443;RJ;;;0;0;0;0;;;;;;
2148161;PI;;;0;1;1;0;;628;612.3;;1;680
394828;RJ;;;1;1;1;1;550.3;646.4;578.5;640.2;1;880
4093920;BA;4;1;0;0;0;0;;;;;;
81916;RJ;;;0;0;0;0;;;;;;
2627606;BA;2;1;0;0;0;0;;;;;;
3250150;PB;;;1;1;1;1;550.3;444;449.8;532.8;1;700
1349259;GO;;;1;1;1;1;447.6;532.2;587.4;613.1;1;720
254984;DF;;;1;1;1;1;582.1;661.5;613.7;721.3;1;840
3574575;MT;2;1;0;0;0;0;;;;;;
1172386;PA;;;0;0;0;0;;;;;;
3425089;RJ;;;0;0;0;0;;;;;;
3042941;SP;;;1;1;1;1;507.3;486.5;510.4;450.8;1;780
3975678;MA;;;1;1;1;1;373.1;358.6;505.3;414.4;1;560
250172;BA;;;1;1;1;1;550.2;565;580.5;487.2;1;820
2552111;SP;;;1;1;1;1;588.2;640.2;583.7;498.6;1;700
2040973;MA;;;1;1;1;1;536.7;537;538.5;644.3;1;840
3610933;BA;;;0;0;0;0;;;;;;
1231839;CE;;;1;1;1;1;372.9;409.7;498.2;413;1;540
4217136;RS;;;1;1;1;1;531.2;567.5;567.1;559.8;1;600
4213889;PA;;;1;1;1;1;381.5;358.3;487.9;498;1;320
647886;SP;;;0;0;0;0;;;;;;
852702;MA;;;0;0;0;0;;;;;;
3591607;BA;4;1;1;1;1;1;618;614.5;592.7;767.6;1;920
2334853;RJ;;;1;1;1;1;621.3;562.2;548.4;708.3;1;900
2632044;SP;3;1;1;1;1;1;586.9;618;615.8;610.6;1;760
755852;CE;2;1;1;1;1;1;517.5;507.4;596.2;522.8;1;740
2589107;BA;2;1;0;0;0;0;;;;;;
4001359;GO;;;1;1;1;1;571.2;562.9;578.6;556.4;1;640
2318851;RJ;4;1;1;1;1;1;476.3;519.9;540.4;534.9;1;680
1621570;SP;;;1;1;1;1;458.2;400;483.4;440.3;3;0
856564;MA;;;1;1;1;1;490.4;453.5;507.5;541.5;1;880
523229;MG;;;1;1;1;1;500.9;531.2;526.3;399.8;1;640
3135026;RJ;;;0;0;0;0;;;;;;
4227394;MT;;;1;1;1;1;542;538.5;552;452;1;340
2342647;PR;2;1;1;1;1;1;478.6;534.2;462.2;644.8;1;500
1127332;AM;2;1;1;1;1;1;443;404.6;418.5;443.4;4;0
3589650;MG;2;1;1;1;1;1;492.3;391.7;435.7;398.3;1;340
3371622;GO;2;1;0;0;0;0;;;;;;
1415976;PR;2;1;1;1;1;1;542.2;539.1;564.2;567.2;1;800
2041678;ES;2;1;0;0;0;0;;;;;;
3524950;SP;;;1;1;1;1;458.1;501.7;535.5;397.7;1;680
2107419;RN;;;1;1;1;1;524.2;488.5;521;592.7;1;740
1174941;RS;;;0;0;0;0;;;;;;
4274127;RS;;;0;0;0;0;;;;;;
1530165;SP;2;1;1;1;1;1;514.9;473.3;533.8;634.7;1;660
4296474;RS;;;1;1;1;1;469;525.6;537.9;534.4;1;440
751155;MG;;;1;1;1;1;412.8;384.4;448.8;472.2;1;440
2258151;MG;;;1;1;1;1;464.5;551.1;592.3;665.9;1;860
1199348;SP;2;1;0;1;1;0;;396.3;480.2;;1;400
2720505;MT;2;1;1;1;1;1;515;460.1;563.1;445.3;1;620
2395245;RS;;;1;1;1;1;464.7;567.6;590;502.9;1;540
2322627;CE;;;1;1;1;1;473.6;524.9;507.1;580.5;1;640
2993853;MT;;;1;1;1;1;456.1;416.5;444.2;475.5;1;740
3306299;SP;;;1;1;1;1;512.1;500.2;526.3;519.6;1;600
4164728;RJ;1;1;1;1;1;1;490.5;500.4;533;430.4;8;0
2988400;SE;2;1;1;1;1;1;412.8;441.8;450.8;388.7;1;460
3777844;SP;;;0;0;0;0;;;;;;
1982615;AM;2;1;1;1;1;1;446.1;563.4;562.8;544;1;940
201011;PA;2;1;1;1;1;1;441;417.7;480.8;389.2;1;460
4091925;SP;;;1;1;1;1;609.7;583.3;602.8;678.3;1;920
3397591;RJ;;;0;0;0;0;;;;;;
42297;PA;;;1;1;1;1;475.5;473.7;502.2;500.7;1;760
4093393;RJ;;;0;0;0;0;;;;;;
1355869;AM;;;0;1;1;0;;415.9;396.1;;1;500
101940;PA;2;2;1;1;1;1;416.4;404.9;409.7;374.9;1;540
1526139;GO;;;0;0;0;0;;;;;;
3851699;RJ;;;0;0;0;0;;;;;;
3667872;TO;;;1;1;1;1;480.4;525.5;540.2;608.5;1;840
3880436;DF;;;0;1;1;0;;472.2;565.6;;1;680
365821;MG;;;1;1;1;1;511.5;590.1;542.7;407.4;1;760
2593971;AM;;;0;0;0;0;;;;;;
2342416;PR;;;0;0;0;0;;;;;;
1191934;AM;;;1;1;1;1;355.8;428.5;475.8;481.1;1;500
271847;RS;;;1;1;1;1;526.8;563.6;484.5;447.5;1;660
1570270;SP;2;1;1;1;1;1;515.9;583.6;554.1;633.9;1;760
3066310;MS;;;1;1;1;1;654.9;648.2;611.7;763.8;1;880
3504790;PE;;;1;1;1;1;634;666.7;594.1;691.5;1;880
3691744;BA;;;0;0;0;0;;;;;;
2320915;AM;2;1;0;0;0;0;;;;;;
2318950;SC;;;0;0;0;0;;;;;;
2216633;SP;2;1;1;1;1;1;520.1;491;499.9;652.8;1;520
3184745;SP;;;0;0;0;0;;;;;;
4258959;RJ;;;1;1;1;1;599.6;685.7;626.3;586.5;1;720
2297938;BA;;;1;1;1;1;564.7;576.1;624.3;676.7;1;840
2592249;PB;2;1;1;1;1;1;485.9;572.3;604.5;428.3;1;720
744529;SP;2;1;1;1;1;1;633.5;654.3;629.7;714.4;1;840
2907974;MT;;;1;1;1;1;396.6;518;524.5;407.5;1;680
39960;RS;2;2;0;0;0;0;;;;;;
2905463;SC;2;1;0;0;0;0;;;;;;
3683987;RS;;;0;0;0;0;;;;;;
3620442;CE;2;1;0;0;0;0;;;;;;
3224863;ES;;;0;0;0;0;;;;;;
3017405;RJ;2;1;0;0;0;0;;;;;;
4155038;GO;;;0;0;0;0;;;;;;
2889624;PB;;;1;1;1;1;532.9;604.6;605.3;611.1;8;0
2231634;SP;2;1;1;1;1;1;501.3;552.6;536.7;454.2;1;520
2100755;BA;;;1;1;1;1;522.4;569.3;543.1;404.3;1;680
2694020;PE;;;1;1;1;1;573.5;575.6;560.1;582.6;1;700
2829136;GO;2;1;1;1;1;1;486.8;385;335.6;407.4;1;360
186164;CE;2;1;1;1;1;1;518.1;438.9;418.3;467;1;580
1114072;PB;2;1;1;1;1;1;370.9;424.4;477.4;378.9;1;520
799852;SE;;;0;0;0;0;;;;;;
3372035;MG;;;1;1;1;1;527.7;561.5;540.8;570.1;1;900
2730289;AC;;;0;1;1;0;;386.7;475.4;;1;480
4099444;MG;;;0;0;0;0;;;;;;
2980230;BA;;;1;1;1;1;516.5;582.8;561.1;601;1;720
15047;PR;;;1;1;1;1;661.5;711.2;624.7;731.2;1;920
2504091;CE;;;0;1;1;0;;482.7;439.8;;1;560
3882823;BA;;;1;1;1;1;422.6;353;382.5;563.4;1;560
186077;PE;2;1;1;1;1;1;404.3;441.1;517;483;1;620
83349;RO;4;1;1;1;1;1;661;646;612;722.4;1;880
939466;AL;;;1;1;1;1;477;473.4;474.4;642;1;680
164963;PE;4;1;1;1;1;1;574.8;697.7;619.8;692.6;1;880
514210;RS;;;1;1;1;1;628.6;583.8;544;435.6;1;620
2391289;SC;2;1;0;0;0;0;;;;;;
2499127;RJ;;;1;1;1;1;535.5;624.1;570.8;710.1;1;800
1297634;PR;2;1;1;1;1;1;448.8;399.5;520.4;450.1;1;600
18174;PE;;;1;1;1;1;534.4;485.9;540.8;443.9;1;580
1638346;MA;2;2;1;1;1;1;441;368.7;438.3;413.1;1;440
3829700;RJ;;;1;1;1;1;530.2;508.8;509.7;459.8;1;600
2139566;SP;;;1;1;1;1;681.3;658.7;644.7;663.9;1;540
3164971;MG;;;1;1;1;1;561.4;634.7;542.3;417.6;1;720
3858631;PB;;;1;1;1;1;521.7;494.9;430.8;430.1;8;0
3264446;MA;;;1;1;1;1;547.8;533.4;488.3;471.3;1;520
3330765;SP;2;1;0;0;0;0;;;;;;
1070357;RS;2;1;1;1;1;1;592.3;669.3;617.6;658.7;1;700
3413557;GO;;;1;1;1;1;522.4;590.7;574;556.5;1;800
222325;BA;;;1;1;1;1;523;570.4;544.1;642.7;1;800
2494441;RS;2;1;0;0;0;0;;;;;;
2879033;BA;;;2;1;1;2;;552.7;506.7;;4;0
3764759;MA;;;1;1;1;1;467.4;382.3;387.3;417.8;1;620
3622578;MG;;;0;0;0;0;;;;;;
1861584;RJ;;;1;1;1;1;728.9;683.7;643.3;800.3;1;960
3324659;PR;2;1;0;0;0;0;;;;;;
733929;AL;;;0;0;0;0;;;;;;
1101291;MG;2;1;1;1;1;1;609.9;561.5;592.9;725.2;1;880
2965846;RN;;;0;0;0;0;;;;;;
