CO_ENTIDADE;NO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_SITUACAO_FUNCIONAMENTO;QT_MAT_BAS;QT_DOC_BAS;QT_TUR_BAS;QT_SALAS_UTILIZADAS;IN_INTERNET;IN_BIBLIOTECA;IN_AGUA_POTAVEL;IN_ENERGIA_INEXISTENTE
13091158;Guajará;3;2;;2;;;;;;;;
13091166;Guajará;3;2;;2;;;;;;;;
13091174;Guajará;3;2;;2;;;;;;;;
13091182;Guajará;3;2;;2;;;;;;;;
13091190;Guajará;3;2;;2;;;;;;;;
13091220;Guajará;3;2;0;1;9;1;1;1;0;0;0;1
13091239;Guajará;3;2;0;1;21;1;1;1;0;0;0;0
13091255;Guajará;3;2;0;1;15;1;1;1;0;0;0;0
13091263;Guajará;3;2;;2;;;;;;;;
13091280;Guajará;3;2;0;1;31;2;2;2;0;0;0;1
13091301;Guajará;3;2;0;1;127;7;7;6;1;0;1;0
13091310;Guajará;3;2;0;1;16;1;1;1;0;0;0;0
13091328;Guajará;3;2;0;1;28;1;1;1;0;0;0;1
13091336;Guajará;3;2;;2;;;;;;;;
13091344;Guajará;3;2;;2;;;;;;;;
13091352;Guajará;3;2;0;1;43;3;3;3;1;0;0;0
13091379;Guajará;3;2;0;1;15;1;1;1;0;0;0;0
13091395;Guajará;3;2;0;1;16;1;1;1;1;0;0;0
13091409;Guajará;3;2;0;1;17;1;1;1;0;0;0;1
13091417;Guajará;3;2;;2;;;;;;;;
13091425;Guajará;3;2;0;1;39;2;2;2;1;0;0;1
13091433;Guajará;3;2;;2;;;;;;;;
13091441;Guajará;3;2;;2;;;;;;;;
13091450;Guajará;3;2;0;1;15;1;1;1;0;0;0;0
13091476;Guajará;3;2;0;1;12;1;1;1;1;0;0;0
13093843;Guajará;2;1;0;1;113;18;3;12;0;1;1;0
13095048;Guajará;3;2;0;1;14;1;1;1;0;0;0;1
13096290;Guajará;3;2;;2;;;;;;;;
13096338;Guajará;3;2;;2;;;;;;;;
13096346;Guajará;3;2;0;1;15;1;1;1;0;0;0;0
13097504;Guajará;3;2;0;1;10;1;1;1;0;0;0;0
13097512;Guajará;3;2;0;1;19;1;1;1;0;0;0;1
13099426;Guajará;3;2;0;1;18;1;1;1;0;0;1;0
13100840;Guajará;3;2;;2;;;;;;;;
13100858;Guajará;3;2;;2;;;;;;;;
13101323;Guajará;3;1;0;1;524;21;23;12;1;0;1;0
13102796;Guajará;3;2;0;1;14;1;1;1;0;0;0;0
13106244;Guajará;3;2;0;1;11;1;1;1;1;0;1;0
13106490;Guajará;3;2;0;1;22;2;2;1;0;0;0;0
13109510;Guajará;3;2;1;1;8;1;1;1;0;0;0;0
13110403;Guajará;3;1;;2;;;;;;;;
13165208;Guajará;3;2;;2;;;;;;;;
13165216;Guajará;3;2;;2;;;;;;;;
13166204;Guajará;3;2;0;1;19;1;1;1;0;0;0;1
13167200;Guajará;3;2;;2;;;;;;;;
13220314;Guajará;2;2;0;1;439;67;32;19;1;0;1;0
13304313;Guajará;2;1;0;1;832;47;29;12;0;0;1;0
13307290;Guajará;3;2;0;1;9;1;1;1;0;0;0;0
13307312;Guajará;3;2;;2;;;;;;;;
13049968;Humaitá;3;1;0;1;234;11;10;5;1;0;1;0
13049984;Humaitá;3;2;2;1;23;4;4;3;1;0;1;0
13049992;Humaitá;3;1;0;1;432;28;23;10;1;1;1;0
13050028;Humaitá;3;2;;2;;;;;;;;
13050036;Humaitá;3;2;8;1;191;13;11;11;0;0;1;0
13050044;Humaitá;3;2;8;1;20;2;2;2;0;0;1;0
13050060;Humaitá;3;2;8;1;90;4;8;4;1;0;0;0
13050079;Humaitá;3;2;8;1;11;1;1;1;0;0;1;0
13050141;Humaitá;2;1;0;1;537;28;17;13;1;1;1;0
13050168;Humaitá;2;1;0;1;800;34;24;12;1;1;1;0
13050206;Humaitá;3;2;2;1;59;7;8;6;0;0;1;0
13050273;Humaitá;3;2;8;1;19;2;2;1;1;0;1;0
13050354;Humaitá;3;2;0;1;527;24;31;16;1;0;1;0
13050389;Humaitá;3;2;8;1;27;2;2;1;1;0;1;0
13050397;Humaitá;3;1;0;1;293;13;12;6;1;1;1;0
13050400;Humaitá;3;1;0;1;436;15;18;10;1;0;1;0
13050419;Humaitá;3;2;8;1;170;8;13;9;1;1;1;0
13050427;Humaitá;3;1;0;1;251;11;12;6;1;1;1;0
13050460;Humaitá;3;2;;2;;;;;;;;
13050478;Humaitá;3;2;8;1;90;6;8;4;0;0;1;0
13050494;Humaitá;3;2;8;1;28;1;2;1;0;0;1;0
13050516;Humaitá;3;2;8;1;53;2;4;2;0;0;1;0
13050559;Humaitá;3;2;8;1;27;3;3;2;0;0;1;0
13050656;Humaitá;3;2;8;1;21;1;2;1;1;0;1;0
13050710;Humaitá;3;2;8;1;35;1;2;2;0;0;1;0
13050753;Humaitá;3;2;8;1;9;1;2;1;0;0;0;0
13050850;Humaitá;3;2;8;1;133;6;10;5;0;0;1;0
13050877;Humaitá;3;2;;2;;;;;;;;
13050958;Humaitá;3;2;8;1;14;1;1;1;0;0;1;0
13050982;Humaitá;3;2;8;1;10;1;1;1;0;0;1;1
13050990;Humaitá;3;2;8;1;105;5;8;4;0;0;1;0
13051024;Humaitá;3;2;8;1;17;1;2;1;0;0;1;0
13051059;Humaitá;3;2;8;1;112;7;9;5;1;0;1;0
13051130;Humaitá;2;1;0;1;224;12;10;5;1;0;1;0
13051156;Humaitá;2;1;0;1;443;29;20;7;1;1;1;0
13051172;Humaitá;2;1;;2;;;;;;;;
13051199;Humaitá;2;1;0;1;223;25;10;10;1;1;1;0
13051202;Humaitá;3;1;0;1;339;23;19;8;1;1;1;0
13051210;Humaitá;3;2;8;1;270;15;17;11;1;0;1;0
13051237;Humaitá;3;1;0;1;694;45;39;13;1;1;1;0
13051245;Humaitá;3;1;0;1;361;15;18;11;1;0;1;0
13059262;Humaitá;2;1;0;1;1012;37;31;13;1;1;1;0
13060333;Humaitá;3;2;8;1;14;1;2;1;1;0;1;0
13060368;Humaitá;3;2;8;1;23;1;2;1;0;0;1;0
13060406;Humaitá;3;2;8;1;4;1;1;1;0;0;1;0
13060414;Humaitá;3;2;0;1;148;11;14;6;0;0;0;0
13060643;Humaitá;3;2;0;1;111;6;9;4;1;0;1;0
13060686;Humaitá;3;2;8;1;15;1;2;1;0;0;1;0
13060716;Humaitá;3;2;;2;;;;;;;;
13060724;Humaitá;3;2;8;1;78;5;7;4;0;0;1;0
13060740;Humaitá;3;2;8;1;27;1;2;1;0;0;1;0
13060791;Humaitá;3;2;8;1;52;7;7;6;0;0;1;0
13060821;Humaitá;3;2;;2;;;;;;;;
13060856;Humaitá;3;2;8;1;29;1;2;1;0;0;1;0
13064525;Humaitá;3;2;2;1;8;1;2;1;0;0;0;0
13064533;Humaitá;3;2;8;1;16;1;2;1;0;0;1;0
13064576;Humaitá;3;1;0;1;494;28;18;11;1;0;1;0
13064592;Humaitá;3;2;2;1;11;1;2;1;0;0;1;0
13073524;Humaitá;3;2;0;1;35;3;4;2;1;0;1;0
13073532;Humaitá;3;2;8;1;20;1;2;1;0;0;1;0
13073540;Humaitá;4;1;0;1;289;21;22;15;1;1;1;0
13078186;Humaitá;3;2;8;1;19;1;2;1;0;0;1;0
13078208;Humaitá;3;2;2;1;47;4;5;4;1;0;1;0
13078216;Humaitá;3;2;8;1;9;1;1;1;0;0;1;0
13078232;Humaitá;3;2;8;1;14;1;1;1;0;0;1;0
13078240;Humaitá;3;2;2;1;50;4;6;2;1;0;0;0
13082019;Humaitá;3;2;8;1;58;4;6;4;0;0;1;0
13089625;Humaitá;3;2;;2;;;;;;;;
13089897;Humaitá;2;1;0;1;390;59;10;17;1;0;1;0
13091840;Humaitá;3;2;2;1;22;2;3;1;0;0;0;0
13091859;Humaitá;3;2;8;1;9;1;1;1;1;0;1;0
13091883;Humaitá;3;1;0;1;468;18;22;11;1;0;1;0
13095021;Humaitá;3;2;8;1;7;1;2;1;0;0;1;0
13096389;Humaitá;3;2;2;1;28;2;5;1;0;0;0;0
13097180;Humaitá;3;2;0;1;154;9;13;6;1;1;1;0
13097199;Humaitá;3;2;8;1;12;1;1;1;0;0;1;0
13098080;Humaitá;3;2;2;1;4;1;1;1;0;0;0;0
13099205;Humaitá;3;2;;2;;;;;;;;
13099400;Humaitá;3;2;8;1;30;1;2;1;0;0;1;1
13099434;Humaitá;3;2;2;1;25;2;4;1;0;0;0;0
13099442;Humaitá;3;2;2;1;30;2;6;1;0;0;0;0
13099604;Humaitá;3;2;8;1;10;1;1;1;0;0;1;0
13101137;Humaitá;1;2;0;1;396;37;14;9;1;1;1;0
13102141;Humaitá;4;1;0;1;189;15;16;12;1;1;1;0
13102265;Humaitá;2;2;2;1;57;8;10;7;1;0;1;0
13102508;Humaitá;2;2;2;1;57;7;7;4;1;0;1;0
13102826;Humaitá;4;1;0;1;34;4;4;3;1;0;1;0
13103482;Humaitá;3;1;0;1;253;15;18;10;1;0;1;0
13103709;Humaitá;3;2;8;1;114;11;10;10;0;0;1;0
13104489;Humaitá;3;2;8;1;5;1;1;2;0;0;1;0
13104497;Humaitá;3;1;0;1;104;9;8;8;1;0;1;0
13104500;Humaitá;3;1;0;1;390;15;18;9;1;0;1;0
13105469;Humaitá;4;1;0;1;151;16;18;9;1;0;1;0
13105817;Humaitá;4;1;0;1;68;9;9;7;1;0;1;0
13105833;Humaitá;2;1;0;1;437;30;17;17;1;1;1;0
13107879;Humaitá;4;1;0;1;90;8;10;6;1;0;1;0
13107887;Humaitá;3;1;0;1;335;14;13;6;1;0;1;0
13107968;Humaitá;3;1;0;1;231;12;10;5;1;0;1;0
13108425;Humaitá;3;1;0;1;376;30;24;8;1;1;1;0
13108964;Humaitá;3;1;0;1;280;10;14;7;1;0;1;0
13111060;Humaitá;3;2;;2;;;;;;;;
13124005;Humaitá;3;2;2;1;28;1;3;1;0;0;1;0
13125400;Humaitá;2;1;;2;;;;;;;;
13205200;Humaitá;3;2;8;1;27;1;2;1;0;0;1;0
13260219;Humaitá;2;2;0;1;214;46;18;18;1;0;1;0
13271229;Humaitá;2;2;;2;;;;;;;;
13011367;Ipixuna;3;2;0;1;28;1;2;1;1;0;1;0
13011413;Ipixuna;2;1;0;1;734;32;27;11;1;1;1;0
13011499;Ipixuna;3;2;0;1;121;6;6;5;0;0;1;0
13011510;Ipixuna;3;2;;2;;;;;;;;
13011634;Ipixuna;3;2;0;1;28;1;2;1;1;0;1;0
13011774;Ipixuna;3;2;0;1;32;2;2;1;1;0;1;0
13011782;Ipixuna;3;2;0;1;45;2;3;2;0;0;1;0
13011855;Ipixuna;3;2;;2;;;;;;;;
13011898;Ipixuna;2;1;0;1;297;15;13;5;0;1;1;0
13011936;Ipixuna;3;2;0;1;9;1;1;1;1;0;1;0
13012037;Ipixuna;3;2;0;1;25;1;1;1;1;0;1;0
13012061;Ipixuna;2;1;;3;;;;;;;;
13056727;Ipixuna;3;1;0;1;304;15;12;6;1;1;1;0
13056751;Ipixuna;3;2;;2;;;;;;;;
13056760;Ipixuna;3;2;0;1;256;6;11;7;1;1;1;0
13056778;Ipixuna;3;2;2;1;172;4;8;4;0;0;1;0
13056808;Ipixuna;3;2;0;1;74;3;3;4;0;0;1;0
13056840;Ipixuna;3;2;0;1;28;2;2;1;1;0;1;0
13057901;Ipixuna;3;1;0;1;224;17;11;6;1;0;1;0
13068237;Ipixuna;3;2;2;1;97;2;4;2;0;0;1;0
13070223;Ipixuna;3;1;0;1;570;34;23;11;1;1;1;0
13075403;Ipixuna;3;2;0;1;28;1;2;1;0;0;1;0
13077686;Ipixuna;3;1;0;1;207;13;10;6;1;1;1;0
13077694;Ipixuna;3;2;0;1;26;1;2;1;1;0;1;1
13077708;Ipixuna;3;2;0;1;48;3;3;2;1;0;1;0
13083457;Ipixuna;3;2;2;1;49;2;3;2;0;0;1;0
13087240;Ipixuna;3;2;;2;;;;;;;;
13087258;Ipixuna;3;2;0;1;37;2;2;2;0;0;1;0
13087266;Ipixuna;2;1;0;1;497;52;21;7;0;1;1;0
13089692;Ipixuna;3;2;0;1;57;2;3;2;1;0;1;1
13089714;Ipixuna;3;2;0;1;31;1;2;2;0;0;1;0
13090640;Ipixuna;3;2;2;1;82;3;6;3;0;0;1;0
13094440;Ipixuna;2;1;0;1;200;27;6;10;1;0;1;0
13095064;Ipixuna;3;2;0;1;36;2;2;2;1;0;1;0
13099027;Ipixuna;3;2;0;1;202;10;10;6;1;0;1;0
13102630;Ipixuna;3;2;;2;;;;;;;;
13102800;Ipixuna;3;2;0;1;21;1;2;1;1;0;1;0
13103229;Ipixuna;2;2;0;1;16;2;1;1;1;0;1;0
13104250;Ipixuna;3;2;2;1;34;2;3;2;0;0;1;0
13104829;Ipixuna;3;1;0;1;206;9;10;6;1;0;1;0
13104837;Ipixuna;3;2;0;1;107;3;4;3;1;0;1;0
13108824;Ipixuna;3;2;0;1;154;8;8;4;1;0;1;0
13200208;Ipixuna;3;1;0;1;301;17;13;7;0;1;1;0
13209205;Ipixuna;3;2;2;1;34;1;2;1;0;0;1;0
13271210;Ipixuna;2;2;0;1;270;65;23;17;1;0;1;0
13021486;Iranduba;3;2;0;1;25;2;6;2;1;0;1;0
13021567;Iranduba;3;2;0;1;7;1;2;1;1;0;1;0
13021575;Iranduba;3;1;0;1;903;32;29;12;1;1;1;0
13021621;Iranduba;3;2;0;1;29;3;7;3;1;0;1;0
13021630;Iranduba;2;1;0;1;817;26;24;12;1;1;1;0
13021648;Iranduba;2;2;0;1;878;28;26;11;1;1;1;0
13021672;Iranduba;3;2;0;1;204;10;12;6;1;1;1;0
13021680;Iranduba;3;2;0;1;283;10;12;5;1;0;1;0
13021699;Iranduba;3;2;0;1;625;19;26;13;1;1;1;0
13021737;Iranduba;3;2;0;1;350;17;20;12;1;0;1;0
13021770;Iranduba;3;2;0;1;51;2;7;3;1;0;1;0
13021842;Iranduba;3;2;0;1;114;5;8;4;1;0;1;0
13021850;Iranduba;3;2;;2;;;;;;;;
13021869;Iranduba;3;2;0;1;96;5;8;6;1;0;1;0
13021940;Iranduba;3;2;0;1;25;1;5;2;1;0;1;0
13021958;Iranduba;3;2;0;1;345;18;15;8;1;0;1;0
13021966;Iranduba;3;2;0;1;117;6;8;4;1;1;1;0
13021974;Iranduba;3;2;0;1;49;2;7;2;1;0;1;0
13021982;Iranduba;3;2;0;1;21;1;6;2;1;0;1;0
13022016;Iranduba;3;2;0;1;33;2;7;4;1;1;1;0
13022091;Iranduba;3;2;0;1;50;3;7;3;1;0;1;0
13022105;Iranduba;3;2;0;1;35;2;6;4;1;0;1;0
13022148;Iranduba;3;2;0;1;22;2;5;2;1;1;1;0
13022156;Iranduba;3;2;0;1;23;2;6;2;1;0;1;0
13022164;Iranduba;3;2;0;1;50;3;7;3;1;0;1;0
13022172;Iranduba;3;2;0;1;78;6;8;4;1;1;1;0
13022180;Iranduba;3;2;0;1;45;3;7;4;1;0;1;0
13022210;Iranduba;3;2;1;1;252;9;14;7;1;0;1;0
13022270;Iranduba;3;2;1;1;33;1;6;2;1;0;1;0
13022296;Iranduba;3;2;0;1;102;5;7;5;1;0;1;0
13022300;Iranduba;3;2;0;1;193;11;13;7;1;1;1;0
13022342;Iranduba;3;2;0;1;20;1;6;2;1;0;1;0
13063502;Iranduba;3;2;0;1;481;17;20;10;1;0;1;0
13063529;Iranduba;3;2;0;1;319;13;16;7;1;1;1;0
13063545;Iranduba;4;1;0;1;114;4;6;6;1;1;1;0
13063561;Iranduba;3;2;0;1;347;13;15;9;1;0;1;0
13063588;Iranduba;3;1;0;1;411;18;18;11;1;1;1;0
13065572;Iranduba;3;2;0;1;50;4;7;4;1;0;1;0
13065599;Iranduba;3;2;0;1;7;1;2;1;1;0;1;0
13065637;Iranduba;3;2;0;1;13;1;2;1;1;0;1;0
13079697;Iranduba;3;2;0;1;16;1;2;1;1;0;1;0
13079700;Iranduba;3;1;0;1;304;11;9;9;1;1;1;0
13081268;Iranduba;2;1;0;1;957;34;27;10;1;1;1;0
13082469;Iranduba;3;1;0;1;382;10;14;7;1;1;1;0
13089536;Iranduba;3;2;0;1;155;10;10;5;1;0;1;0
13094475;Iranduba;2;1;0;1;208;42;7;6;1;0;1;0
13095773;Iranduba;3;2;0;1;279;10;12;6;1;0;1;0
13096435;Iranduba;2;2;8;1;109;58;16;13;1;1;1;0
13096990;Iranduba;3;2;0;1;75;4;7;2;1;0;1;0
13097008;Iranduba;3;1;0;1;364;10;14;7;1;0;1;0
13097016;Iranduba;3;1;0;1;348;10;12;6;1;0;1;0
13097024;Iranduba;3;2;0;1;176;11;11;5;1;0;1;0
13101030;Iranduba;2;2;0;1;723;32;21;21;1;1;1;0
13101129;Iranduba;3;1;0;1;245;8;10;5;1;0;1;0
13101161;Iranduba;3;1;0;1;365;14;22;14;1;0;1;0
13101188;Iranduba;3;1;0;1;566;23;35;18;1;0;1;0
13101579;Iranduba;2;2;0;1;1742;106;83;22;1;1;1;0
13106619;Iranduba;1;2;0;1;238;26;13;5;1;1;1;0
13108646;Iranduba;4;1;0;1;154;8;13;10;1;0;1;0
13109820;Iranduba;4;2;0;1;;;;4;1;0;1;0
13123602;Iranduba;3;2;2;1;15;2;5;1;1;0;1;0
13303210;Iranduba;3;1;0;1;66;6;7;4;1;0;1;0
13305255;Iranduba;3;2;0;1;482;16;26;14;1;0;1;0
13307339;Iranduba;3;2;0;1;487;26;20;10;1;0;1;0
13310240;Iranduba;3;2;0;1;405;16;23;12;1;1;1;0
13102621;Iranduba;3;2;0;1;411;17;21;10;1;1;1;0
13070770;Iranduba;4;1;0;1;213;9;8;4;1;1;1;0
13109537;Iranduba;4;1;0;1;12;3;3;6;1;1;1;0
13307355;Iranduba;3;2;0;1;277;10;16;8;1;0;1;0
13021729;Iranduba;3;2;0;1;372;14;20;10;1;1;1;0
13032887;Itacoatiara;4;1;0;1;64;13;8;8;0;1;1;0
13032917;Itacoatiara;4;1;0;1;607;26;26;14;1;1;1;0
13032925;Itacoatiara;4;1;;2;;;;;;;;
13032941;Itacoatiara;3;1;0;1;808;59;32;19;1;1;1;0
13032950;Itacoatiara;3;1;0;1;431;30;16;8;1;0;1;0
13032968;Itacoatiara;3;1;0;1;319;16;10;5;1;0;1;0
13032976;Itacoatiara;4;1;0;1;43;7;7;8;1;1;1;0
13033000;Itacoatiara;3;2;8;1;98;5;9;5;1;0;1;0
13033018;Itacoatiara;3;2;;2;;;;;;;;
13033042;Itacoatiara;3;2;8;1;27;4;4;3;1;0;1;0
13033069;Itacoatiara;3;2;;2;;;;;;;;
13033131;Itacoatiara;3;2;;2;;;;;;;;
13033140;Itacoatiara;3;2;8;1;25;2;3;2;1;0;0;0
13033166;Itacoatiara;3;2;0;1;106;10;8;5;0;0;1;0
13033174;Itacoatiara;3;2;8;1;90;7;8;3;1;0;0;0
13033204;Itacoatiara;3;2;8;1;130;9;12;4;1;0;0;0
13033328;Itacoatiara;3;2;0;1;164;15;13;7;1;0;1;0
13033336;Itacoatiara;3;2;;2;;;;;;;;
13033425;Itacoatiara;3;2;0;1;70;6;7;4;0;0;1;0
13033433;Itacoatiara;3;2;8;1;69;5;5;3;0;0;0;0
13033450;Itacoatiara;3;2;;2;;;;;;;;
13033468;Itacoatiara;3;2;0;1;179;16;14;6;1;0;1;0
13033492;Itacoatiara;3;2;8;1;13;1;1;2;1;0;0;0
13033530;Itacoatiara;3;2;0;1;92;11;8;5;1;0;0;0
13033565;Itacoatiara;3;2;8;1;14;1;1;2;0;0;0;0
13033573;Itacoatiara;3;2;;2;;;;;;;;
13033581;Itacoatiara;3;2;3;1;45;4;4;2;1;0;1;0
13033590;Itacoatiara;3;2;0;1;54;7;8;2;1;0;0;0
13033603;Itacoatiara;3;2;;2;;;;;;;;
13033611;Itacoatiara;2;2;0;1;158;52;13;5;1;0;1;0
13033620;Itacoatiara;2;1;0;1;873;29;24;12;1;1;1;0
13033646;Itacoatiara;2;1;0;1;849;31;26;10;1;1;1;0
13033824;Itacoatiara;3;2;0;1;47;5;5;5;1;0;0;0
13033859;Itacoatiara;3;2;0;1;431;27;21;14;1;1;1;0
13033875;Itacoatiara;3;2;8;1;20;1;1;2;1;0;0;0
13033913;Itacoatiara;3;2;8;1;82;8;8;6;1;0;1;0
13033921;Itacoatiara;3;2;8;1;28;2;2;2;1;0;0;0
13033930;Itacoatiara;3;2;8;1;70;5;7;3;1;0;0;0
13033956;Itacoatiara;3;2;;2;;;;;;;;
13033964;Itacoatiara;3;2;8;1;16;1;1;2;1;0;0;0
13033999;Itacoatiara;3;2;;2;;;;;;;;
13034014;Itacoatiara;3;2;8;1;105;6;9;5;1;0;0;0
13034065;Itacoatiara;3;2;;2;;;;;;;;
13034111;Itacoatiara;3;2;0;1;22;2;2;2;0;0;0;0
13034154;Itacoatiara;3;2;0;1;76;5;6;5;1;0;0;0
13034170;Itacoatiara;3;2;8;1;94;7;10;4;0;0;1;0
13034200;Itacoatiara;3;2;8;1;126;8;9;5;1;0;0;0
13034219;Itacoatiara;3;2;8;1;61;6;6;3;1;0;0;0
13034227;Itacoatiara;3;2;8;1;45;4;4;2;1;0;0;0
13034235;Itacoatiara;3;2;8;1;16;3;3;2;1;0;0;0
13034243;Itacoatiara;3;1;0;1;541;30;19;11;1;1;1;0
13034251;Itacoatiara;3;1;0;1;146;11;6;3;1;0;1;0
13034260;Itacoatiara;3;1;0;1;631;29;20;11;1;0;1;0
13034308;Itacoatiara;3;2;8;1;92;7;8;6;1;0;0;0
13034332;Itacoatiara;3;2;;2;;;;;;;;
13034340;Itacoatiara;3;2;;2;;;;;;;;
13034391;Itacoatiara;3;2;0;1;70;6;6;4;0;0;0;0
13034405;Itacoatiara;3;2;8;1;79;6;6;3;1;0;0;0
13034430;Itacoatiara;3;2;;2;;;;;;;;
13034456;Itacoatiara;3;2;0;1;59;7;7;4;0;0;0;0
13034464;Itacoatiara;3;2;;2;;;;;;;;
13034502;Itacoatiara;3;2;8;1;47;3;5;3;0;0;0;0
13034510;Itacoatiara;3;2;8;1;27;3;3;4;1;0;0;0
13034529;Itacoatiara;3;2;8;1;76;5;7;5;0;0;0;0
13034545;Itacoatiara;3;2;;2;;;;;;;;
13034570;Itacoatiara;3;2;8;1;9;1;1;1;1;0;0;0
13034650;Itacoatiara;3;2;8;1;81;8;7;7;1;0;0;0
13034693;Itacoatiara;3;2;8;1;42;4;3;4;0;0;0;0
13034715;Itacoatiara;3;2;2;1;49;4;4;5;1;0;1;0
13034731;Itacoatiara;3;2;0;1;14;1;1;2;0;0;0;0
13034740;Itacoatiara;3;2;8;1;72;4;4;3;0;0;0;0
13034782;Itacoatiara;3;2;;2;;;;;;;;
13034812;Itacoatiara;3;2;8;1;85;5;9;5;1;0;0;0
13034847;Itacoatiara;3;2;2;1;30;2;2;4;1;0;1;0
13034855;Itacoatiara;3;2;;2;;;;;;;;
13034863;Itacoatiara;3;2;8;1;43;3;3;2;0;0;0;0
13034898;Itacoatiara;3;2;0;1;48;3;3;2;0;0;0;0
13034901;Itacoatiara;3;2;0;1;111;11;9;6;1;0;1;0
13034910;Itacoatiara;3;2;8;1;95;8;9;5;1;0;1;0
13034928;Itacoatiara;3;2;8;1;180;12;11;8;1;0;1;0
13034936;Itacoatiara;3;2;8;1;18;2;2;2;0;0;0;0
13034987;Itacoatiara;3;2;2;1;25;3;2;3;1;0;1;0
13035061;Itacoatiara;3;2;8;1;80;6;5;4;1;0;0;0
13035100;Itacoatiara;3;1;0;1;842;56;28;10;1;1;1;0
13035193;Itacoatiara;3;2;8;1;15;1;1;2;1;0;0;0
13035240;Itacoatiara;2;1;0;1;696;32;24;9;1;1;1;0
13035274;Itacoatiara;2;1;0;1;458;19;16;8;1;1;1;0
13035282;Itacoatiara;2;1;0;1;526;19;16;8;1;1;1;0
13035290;Itacoatiara;2;1;0;1;404;15;16;8;1;1;1;0
13035304;Itacoatiara;2;1;0;1;425;15;14;7;1;1;1;0
13035312;Itacoatiara;2;1;0;1;516;24;16;8;1;1;1;0
13035320;Itacoatiara;2;2;0;1;437;47;20;8;1;1;1;0
13035428;Itacoatiara;3;2;0;1;71;6;8;3;1;0;0;0
13035436;Itacoatiara;3;2;8;1;37;3;3;2;0;0;1;0
13035452;Itacoatiara;3;2;0;1;63;5;7;6;1;0;0;0
13035622;Itacoatiara;3;2;0;1;39;2;3;2;0;0;0;0
13035630;Itacoatiara;3;2;8;1;32;4;3;2;1;0;0;0
13035746;Itacoatiara;3;2;0;1;71;8;8;3;1;0;1;0
13059599;Itacoatiara;2;1;0;1;757;29;24;12;1;1;1;0
13059670;Itacoatiara;3;1;0;1;693;27;22;16;1;1;1;0
13059696;Itacoatiara;2;1;0;1;639;28;21;8;1;1;1;0
13059831;Itacoatiara;3;2;0;1;98;8;9;4;0;0;1;0
13059912;Itacoatiara;3;2;0;1;144;13;11;8;1;1;1;0
13059947;Itacoatiara;3;2;0;1;10;1;1;2;0;0;1;0
13059963;Itacoatiara;3;1;0;1;578;34;20;10;1;0;1;0
13059980;Itacoatiara;3;2;8;1;105;9;7;6;1;0;0;0
13060040;Itacoatiara;3;2;8;1;70;4;7;3;1;0;1;0
13060082;Itacoatiara;3;2;8;1;19;2;2;2;1;0;0;0
13060120;Itacoatiara;3;2;;2;;;;;;;;
13060155;Itacoatiara;3;2;;2;;;;;;;;
13060180;Itacoatiara;3;2;;2;;;;;;;;
13060244;Itacoatiara;3;2;0;1;195;13;11;6;1;0;0;0
13062115;Itacoatiara;3;2;8;1;35;3;3;2;0;0;1;0
13062140;Itacoatiara;3;2;;2;;;;;;;;
13067931;Itacoatiara;3;2;;2;;;;;;;;
13067958;Itacoatiara;3;2;;2;;;;;;;;
13067966;Itacoatiara;3;2;0;1;798;34;28;16;0;1;1;0
13071238;Itacoatiara;4;1;0;1;268;21;10;10;1;1;1;0
13073087;Itacoatiara;3;1;0;1;259;12;10;6;1;0;1;0
13075772;Itacoatiara;3;2;;2;;;;;;;;
13075780;Itacoatiara;3;2;1;1;12;1;1;1;0;0;1;0
13075799;Itacoatiara;3;2;0;1;52;4;3;4;0;0;1;0
13075888;Itacoatiara;3;2;8;1;69;6;8;4;1;0;0;0
13079220;Itacoatiara;4;1;0;1;395;23;19;13;1;0;1;0
13079239;Itacoatiara;3;2;;2;;;;;;;;
13079247;Itacoatiara;3;2;8;1;20;1;1;2;1;0;0;0
13079255;Itacoatiara;3;2;8;1;16;1;1;1;1;0;0;0
13079271;Itacoatiara;3;2;8;1;69;5;5;4;0;0;0;0
13079280;Itacoatiara;3;2;8;1;19;1;1;2;0;0;0;0
13079298;Itacoatiara;3;2;;2;;;;;;;;
13079301;Itacoatiara;3;2;8;1;74;7;8;4;0;0;0;0
13079310;Itacoatiara;3;2;8;1;53;6;6;2;1;0;1;0
13079336;Itacoatiara;3;2;;2;;;;;;;;
13079344;Itacoatiara;3;2;;2;;;;;;;;
13079360;Itacoatiara;3;2;;2;;;;;;;;
13079379;Itacoatiara;3;2;2;1;63;4;5;4;1;0;1;0
13079387;Itacoatiara;3;2;;2;;;;;;;;
13079409;Itacoatiara;3;2;8;1;26;3;3;3;1;0;0;0
13079417;Itacoatiara;3;2;0;1;39;3;3;2;1;0;0;0
13079425;Itacoatiara;3;2;0;1;79;8;8;4;1;0;1;0
13079433;Itacoatiara;3;2;;2;;;;;;;;
13079441;Itacoatiara;3;2;;2;;;;;;;;
13084267;Itacoatiara;2;1;0;1;449;15;12;6;1;0;1;0
13084275;Itacoatiara;3;2;0;1;411;30;21;14;1;0;1;0
13084283;Itacoatiara;3;1;0;1;388;16;12;6;1;1;1;0
13084291;Itacoatiara;3;2;;2;;;;;;;;
